road_sheet,road_name_norm,station_km,asset,type_raw,length_m,depth_m,diameter_raw,easting,northing,spans,section_no,station_km_in_section
Adigudem_Dengolat,Adigudom-Dengolat,0.54,culvert,I,,,1Ø1.20,555400,1469039,,1,0.54
Adigudem_Dengolat,Adigudom-Dengolat,1.9,quarry_site,Quarry Site,,,,554148,1469088,,1,1.9
Adigudem_Dengolat,Adigudom-Dengolat,1.0,culvert,I,,,1Ø0.9,554964,1468993,,1,1.0
Adigudem_Dengolat,Adigudom-Dengolat,24.3,quarry_site,Quarry Site,,,,538131,1470910,,3,6.967000000000002
Adigudem_Dengolat,Adigudom-Dengolat,1.1,culvert,I,,,1Ø0.9,554862,1468978,,1,1.1
Adigudem_Dengolat,Adigudom-Dengolat,24.7,quarry_site,Quarry Site,,,,537622,1471196,,3,7.367000000000001
Adigudem_Dengolat,Adigudom-Dengolat,1.7,culvert,I,,,1Ø0.9,554271,1468917,,1,1.7
Adigudem_Dengolat,Adigudom-Dengolat,2.1,culvert,I,,,1Ø0.9,554072,1469309,,1,2.1
Adigudem_Dengolat,Adigudom-Dengolat,2.5,culvert,I,,,2Ø1.20,553968,1469647,,1,2.5
Adigudem_Dengolat,Adigudom-Dengolat,2.6,culvert,I,,,1Ø0.9,553871,1469720,,1,2.6
Adigudem_Dengolat,Adigudom-Dengolat,2.8,culvert,I,,,1Ø0.9,553787,1469892,,1,2.8
Adigudem_Dengolat,Adigudom-Dengolat,2.9,culvert,I,,,1Ø0.9,553689,1470061,,1,2.9
Adigudem_Dengolat,Adigudom-Dengolat,3.2,culvert,I,,,1Ø0.9,553717,1470216,,1,3.2
Adigudem_Dengolat,Adigudom-Dengolat,3.8,bridge,A,10.7,,,553593,1470655,1.0,1,3.8
Adigudem_Dengolat,Adigudom-Dengolat,3.9,culvert,I,,,1Ø0.9,553562,1470802,,1,3.9
Adigudem_Dengolat,Adigudom-Dengolat,4.3,other,M,,,,553198,1470989,,1,4.3
Adigudem_Dengolat,Adigudom-Dengolat,5.0,culvert,I,,,1Ø0.9,552586,1471248,,1,5.0
Adigudem_Dengolat,Adigudom-Dengolat,5.5,bridge,A,5.7,,,552274,1471510,1.0,1,5.5
Adigudem_Dengolat,Adigudom-Dengolat,6.5,culvert,I,,,2Ø0.9,551311,1471777,,1,6.5
Adigudem_Dengolat,Adigudom-Dengolat,6.9,bridge,A,9.55,,,550912,1471774,1.0,1,6.9
Adigudem_Dengolat,Adigudom-Dengolat,7.1,culvert,I,,,1Ø0.9,550851,1471714,,1,7.1
Adigudem_Dengolat,Adigudom-Dengolat,7.3,culvert,I,,,1Ø0.9,550582,1471806,,1,7.3
Adigudem_Dengolat,Adigudom-Dengolat,7.6,culvert,I,,,1Ø0.9,550356,1471909,,1,7.6
Adigudem_Dengolat,Adigudom-Dengolat,8.2,culvert,I,,,1Ø0.9,550040,1471514,,1,8.2
Adigudem_Dengolat,Adigudom-Dengolat,8.5,culvert,I,,,1Ø0.9,549830,1471272,,1,8.5
Adigudem_Dengolat,Adigudom-Dengolat,8.7,other,M,,,,549677,1471249,,2,0.032999999999999474
Adigudem_Dengolat,Adigudom-Dengolat,8.8,culvert,I,,,1Ø0.9,549564,1471185,,2,0.1330000000000009
Adigudem_Dengolat,Adigudom-Dengolat,9.2,culvert,I,,,1Ø0.9,549346,1471052,,2,0.5329999999999995
Adigudem_Dengolat,Adigudom-Dengolat,9.4,culvert,I,,,1Ø0.9,549151,1470962,,2,0.7330000000000005
Adigudem_Dengolat,Adigudom-Dengolat,9.5,culvert,I,,,1Ø0.9,549058,1470926,,2,0.8330000000000002
Adigudem_Dengolat,Adigudom-Dengolat,9.9,bridge,A,6.7,,,548777,1470918,1.0,2,1.2330000000000005
Adigudem_Dengolat,Adigudom-Dengolat,10.0,other,M,,,,548683,1470785,,2,1.3330000000000002
Adigudem_Dengolat,Adigudom-Dengolat,10.1,culvert,I,,,1Ø0.9,548627,1470695,,2,1.4329999999999998
Adigudem_Dengolat,Adigudom-Dengolat,10.2,culvert,I,,,1Ø1.20,548633,1470627,,2,1.5329999999999995
Adigudem_Dengolat,Adigudom-Dengolat,10.5,culvert,I,,,1Ø0.9,548785,1470418,,2,1.8330000000000002
Adigudem_Dengolat,Adigudom-Dengolat,10.6,other,K,,,,548670,1470354,,2,1.9329999999999998
Adigudem_Dengolat,Adigudom-Dengolat,10.8,culvert,I,,,1Ø0.9,548549,1470273,,2,2.133000000000001
Adigudem_Dengolat,Adigudom-Dengolat,11.2,culvert,I,,,1Ø0.9,548203,1470445,,2,2.5329999999999995
Adigudem_Dengolat,Adigudom-Dengolat,12.0,culvert,I,,,1Ø0.9,547426,1470229,,2,3.333
Adigudem_Dengolat,Adigudom-Dengolat,12.1,bridge,A,7.7,,,547329,1470260,1.0,2,3.433
Adigudem_Dengolat,Adigudom-Dengolat,12.3,culvert,I,,,1Ø1.20,547222,1470178,,2,3.633000000000001
Adigudem_Dengolat,Adigudom-Dengolat,12.4,culvert,I,,,1Ø0.9,547128,1470063,,2,3.7330000000000005
Adigudem_Dengolat,Adigudom-Dengolat,12.9,culvert,I,,,2Ø1.20,546732,1470090,,2,4.2330000000000005
Adigudem_Dengolat,Adigudom-Dengolat,13.3,other,M,,,,546333,1470151,,2,4.633000000000001
Adigudem_Dengolat,Adigudom-Dengolat,13.8,culvert,I,,,2Ø1.20,545981,1470392,,2,5.133000000000001
Adigudem_Dengolat,Adigudom-Dengolat,13.9,bridge,A,5.0,,,545854,1470420,1.0,2,5.2330000000000005
Adigudem_Dengolat,Adigudom-Dengolat,14.3,culvert,I,,,1Ø1.20,545665,1470171,,2,5.633000000000001
Adigudem_Dengolat,Adigudom-Dengolat,14.6,culvert,I,,,1Ø0.9,545505,1470080,,2,5.933
Adigudem_Dengolat,Adigudom-Dengolat,14.9,culvert,I,,,1Ø1.20,545084,1470021,,2,6.2330000000000005
Adigudem_Dengolat,Adigudom-Dengolat,15.4,bridge,A,7.0,,,544884,1470121,1.0,2,6.7330000000000005
Adigudem_Dengolat,Adigudom-Dengolat,15.7,culvert,I,,,1Ø0.9,544725,1469948,,2,7.0329999999999995
Adigudem_Dengolat,Adigudom-Dengolat,16.5,culvert,I,,,1Ø0.9,544274,1470229,,2,7.833
Adigudem_Dengolat,Adigudom-Dengolat,16.6,culvert,I,,,1Ø1.10,544105,1470144,,2,7.933000000000002
Adigudem_Dengolat,Adigudom-Dengolat,16.8,culvert,I,,,1Ø0.9,544006,1470108,,2,8.133000000000001
Adigudem_Dengolat,Adigudom-Dengolat,16.9,culvert,I,,,1Ø0.9,543914,1470049,,2,8.232999999999999
Adigudem_Dengolat,Adigudom-Dengolat,17.1,culvert,I,,,1Ø1.0,543638,1470075,,2,8.433000000000002
Adigudem_Dengolat,Adigudom-Dengolat,17.3,culvert,I,,,2Ø0.9,543503,1470084,,2,8.633000000000001
Adigudem_Dengolat,Adigudom-Dengolat,17.4,culvert,I,,,1Ø0.9,543435,1470102,,3,0.06700000000000017
Adigudem_Dengolat,Adigudom-Dengolat,17.5,culvert,I,,,1Ø0.9,543361,1470116,,3,0.1670000000000016
Adigudem_Dengolat,Adigudom-Dengolat,17.5,culvert,I,,,1Ø0.9,543295,1470076,,3,0.1670000000000016
Adigudem_Dengolat,Adigudom-Dengolat,17.6,culvert,I,,,1Ø0.9,543231,1470021,,3,0.267000000000003
Adigudem_Dengolat,Adigudom-Dengolat,17.8,culvert,I,,,1Ø0.9,543147,1469935,,3,0.4670000000000023
Adigudem_Dengolat,Adigudom-Dengolat,18.3,culvert,I,,,1Ø0.9,542779,1470066,,3,0.9670000000000023
Adigudem_Dengolat,Adigudom-Dengolat,18.6,culvert,I,,,1Ø0.9,542580,1470163,,3,1.267000000000003
Adigudem_Dengolat,Adigudom-Dengolat,18.8,other,M,,,,542372,1470291,,3,1.4670000000000023
Adigudem_Dengolat,Adigudom-Dengolat,19.2,culvert,I,,,1Ø0.9,542186,1470435,,3,1.8670000000000009
Adigudem_Dengolat,Adigudom-Dengolat,19.7,culvert,I,,,1Ø1.20,541640,1470571,,3,2.367000000000001
Adigudem_Dengolat,Adigudom-Dengolat,20.1,other,M,,,,541270,1470669,,3,2.767000000000003
Adigudem_Dengolat,Adigudom-Dengolat,20.2,culvert,I,,,1Ø0.9,541188,1470643,,3,2.867000000000001
Adigudem_Dengolat,Adigudom-Dengolat,21.0,culvert,I,,,1Ø0.9,540524,1470926,,3,3.6670000000000016
Adigudem_Dengolat,Adigudom-Dengolat,21.1,other,M,,,,540296,1470967,,3,3.767000000000003
Adigudem_Dengolat,Adigudom-Dengolat,21.4,culvert,I,,,1Ø0.9,540152,1470922,,3,4.067
Adigudem_Dengolat,Adigudom-Dengolat,22.3,culvert,I,,,1Ø0.9,539401,1470743,,3,4.967000000000002
Adigudem_Dengolat,Adigudom-Dengolat,22.6,culvert,I,,,1Ø0.9,539054,1470882,,3,5.267000000000003
Adigudem_Dengolat,Adigudom-Dengolat,22.7,other,M,,,,538948,1470908,,3,5.367000000000001
Adigudem_Dengolat,Adigudom-Dengolat,23.1,culvert,I,,,1Ø0.9,538661,1470863,,3,5.767000000000003
Adigudem_Dengolat,Adigudom-Dengolat,23.5,culvert,I,,,1Ø0.9,538548,1470551,,3,6.167000000000002
Adigudem_Dengolat,Adigudom-Dengolat,23.8,culvert,I,,,1Ø1.0,538343,1470643,,3,6.467000000000002
Adigudem_Dengolat,Adigudom-Dengolat,23.9,culvert,I,,,1Ø0.9,538312,1470710,,3,6.567
Adigudem_Dengolat,Adigudom-Dengolat,24.0,culvert,I,,,1Ø0.9,538204,1470821,,3,6.667000000000002
Adigudem_Dengolat,Adigudom-Dengolat,24.7,culvert,I,,,1Ø0.9,537676,1470968,,3,7.367000000000001
Hdmo_Debub,Hdmo-Debub,0.029,culvert,I,,,1Ø0.9,555827,1461352,,1,0.029
Hdmo_Debub,Hdmo-Debub,16.2,quarry_site,Quarry Site,,,,563808,1453013,,2,7.067
Hdmo_Debub,Hdmo-Debub,0.14,culvert,I,,,1Ø0.9,556062,1461258,,1,0.14
Hdmo_Debub,Hdmo-Debub,16.8,quarry_site,Quarry Site,,,,563924,1452278,,2,7.667000000000002
Hdmo_Debub,Hdmo-Debub,0.67,culvert,I,,,1Ø0.9,556447,1461243,,1,0.67
Hdmo_Debub,Hdmo-Debub,0.83,culvert,I,,,1Ø0.9,556605,1461203,,1,0.83
Hdmo_Debub,Hdmo-Debub,1.2,culvert,I,,,1Ø0.9,556959,1461118,,1,1.2
Hdmo_Debub,Hdmo-Debub,2.0,culvert,I,,,1Ø0.9,557632,1460778,,1,2.0
Hdmo_Debub,Hdmo-Debub,2.4,culvert,I,,,1Ø0.9,557962,1460649,,1,2.4
Hdmo_Debub,Hdmo-Debub,2.9,culvert,I,,,1Ø0.9,557899,1460329,,1,2.9
Hdmo_Debub,Hdmo-Debub,3.2,culvert,I,,,1Ø0.9,557932,1460044,,1,3.2
Hdmo_Debub,Hdmo-Debub,3.4,culvert,I,,,1Ø0.9,558242,1459924,,1,3.4
Hdmo_Debub,Hdmo-Debub,4.4,culvert,I,,,1Ø0.9,558956,1459654,,1,4.4
Hdmo_Debub,Hdmo-Debub,5.3,culvert,I,,,1Ø0.9,559507,1458889,,1,5.3
Hdmo_Debub,Hdmo-Debub,5.4,culvert,I,,,1Ø0.9,559554,1458747,,1,5.4
Hdmo_Debub,Hdmo-Debub,5.8,bridge,A,5.8,,,559718,1458514,1.0,1,5.8
Hdmo_Debub,Hdmo-Debub,6.0,culvert,I,,,2Ø1.05,559910,1458270,,1,6.0
Hdmo_Debub,Hdmo-Debub,6.7,culvert,I,,,2Ø1.05,560323,1457737,,1,6.7
Hdmo_Debub,Hdmo-Debub,7.3,culvert,I,,,1Ø1.05,560694,1457395,,1,7.3
Hdmo_Debub,Hdmo-Debub,7.5,culvert,I,,,1Ø1.05,560847,1457270,,1,7.5
Hdmo_Debub,Hdmo-Debub,7.7,culvert,I,,,1Ø1.05,560922,1457159,,1,7.7
Hdmo_Debub,Hdmo-Debub,7.9,culvert,I,,,1Ø1.05,561002,1456941,,1,7.9
Hdmo_Debub,Hdmo-Debub,8.0,culvert,I,,,1Ø1.05,561071,1456921,,1,8.0
Hdmo_Debub,Hdmo-Debub,8.1,other,K,,,,560935,1456543,,1,8.1
Hdmo_Debub,Hdmo-Debub,8.2,culvert,I,,,1Ø0.8,561009,1456660,,1,8.2
Hdmo_Debub,Hdmo-Debub,8.7,culvert,I,,,1Ø0.9,560844,1456364,,1,8.7
Hdmo_Debub,Hdmo-Debub,8.9,other,L,,,,560737,1456193,,1,8.9
Hdmo_Debub,Hdmo-Debub,9.1,culvert,I,,,1Ø0.9,560624,1456137,,1,9.1
Hdmo_Debub,Hdmo-Debub,9.2,culvert,I,,,1Ø0.9,560568,1456043,,2,0.06700000000000017
Hdmo_Debub,Hdmo-Debub,9.25,culvert,I,,,1Ø0.9,560545,1456017,,2,0.11700000000000088
Hdmo_Debub,Hdmo-Debub,9.4,culvert,I,,,1Ø0.9,560491,1455901,,2,0.26700000000000124
Hdmo_Debub,Hdmo-Debub,9.5,other,L,,,,560447,1455767,,2,0.3670000000000009
Hdmo_Debub,Hdmo-Debub,9.6,culvert,I,,,1Ø0.9,560463,1455646,,2,0.4670000000000005
Hdmo_Debub,Hdmo-Debub,9.7,culvert,I,,,1Ø0.9,560458,1455563,,2,0.5670000000000002
Hdmo_Debub,Hdmo-Debub,9.8,culvert,I,,,1Ø0.9,560483,1455516,,2,0.6670000000000016
Hdmo_Debub,Hdmo-Debub,10.0,culvert,I,,,1Ø0.9,560568,1455297,,2,0.8670000000000009
Hdmo_Debub,Hdmo-Debub,10.2,culvert,I,,,1Ø0.9,560634,1455077,,2,1.0670000000000002
Hdmo_Debub,Hdmo-Debub,10.6,culvert,I,,,1Ø0.9,560719,1454870,,2,1.4670000000000005
Hdmo_Debub,Hdmo-Debub,10.9,culvert,I,,,1Ø0.9,560915,1454619,,2,1.7670000000000012
Hdmo_Debub,Hdmo-Debub,11.1,culvert,I,,,1Ø0.9,560949,1454485,,2,1.9670000000000005
Hdmo_Debub,Hdmo-Debub,11.6,culvert,I,,,1Ø0.9,561035,1453974,,2,2.4670000000000005
Hdmo_Debub,Hdmo-Debub,12.0,culvert,I,,,1Ø0.9,561245,1453615,,2,2.867000000000001
Hdmo_Debub,Hdmo-Debub,12.1,culvert,I,,,1Ø0.9,561140,1453463,,2,2.9670000000000005
Hdmo_Debub,Hdmo-Debub,12.3,culvert,I,,,1Ø1.05,561134,1453353,,2,3.1670000000000016
Hdmo_Debub,Hdmo-Debub,12.5,culvert,I,,,1Ø1.0,561210,1453203,,2,3.367000000000001
Hdmo_Debub,Hdmo-Debub,12.54,other,k,,,,561215,1453192,,2,3.407
Hdmo_Debub,Hdmo-Debub,12.7,culvert,I,,,1Ø0.9,561190,1453077,,2,3.567
Hdmo_Debub,Hdmo-Debub,12.9,culvert,I,,,1Ø0.9,561288,1452900,,2,3.7670000000000012
Hdmo_Debub,Hdmo-Debub,13.6,culvert,I,,,1Ø0.9,561908,1452714,,2,4.4670000000000005
Hdmo_Debub,Hdmo-Debub,14.0,culvert,I,,,1Ø0.9,562316,1452631,,2,4.867000000000001
Hdmo_Debub,Hdmo-Debub,15.0,culvert,I,,,1Ø0.9,563187,1452902,,2,5.867000000000001
Hdmo_Debub,Hdmo-Debub,15.5,culvert,I,,,1Ø0.9,563640,1452977,,2,6.367000000000001
Hdmo_Debub,Hdmo-Debub,16.8,culvert,I,,,1Ø0.9,564053,1452000,,2,7.667000000000002
Hdmo_Debub,Hdmo-Debub,17.1,culvert,I,,,1Ø0.9,564208,1451777,,2,7.967000000000002
Hdmo_Debub,Hdmo-Debub,17.2,culvert,I,,,1Ø0.9,564222,1451725,,2,8.067
Hdmo_Debub,Hdmo-Debub,17.2,culvert,I,,,1Ø0.9,564246,1451670,,2,8.067
Hdmo_Debub,Hdmo-Debub,17.3,culvert,I,,,1Ø0.9,564296,1451591,,2,8.167000000000002
Hdmo_Debub,Hdmo-Debub,17.5,culvert,I,,,1Ø0.9,564411,1451499,,2,8.367
Hdmo_Debub,Hdmo-Debub,17.5,culvert,I,,,1Ø0.9,564444,1451370,,2,8.367
Hdmo_Debub,Hdmo-Debub,17.6,culvert,I,,,1Ø0.9,564444,1451370,,2,8.467000000000002
Hdmo_Debub,Hdmo-Debub,17.6,culvert,I,,,1Ø0.9,564651,1451324,,2,8.467000000000002
Hdmo_Debub,Hdmo-Debub,17.9,culvert,I,,,1Ø0.9,564651,1451324,,2,8.767
Hdmo_Debub,Hdmo-Debub,18.7,other,L,,,,564754,1451027,,3,0.43299999999999983
Hdmo_Debub,Hdmo-Debub,19.0,culvert,I,,,1Ø0.9,565015,1450918,,3,0.7330000000000005
Hdmo_Debub,Hdmo-Debub,19.1,culvert,I,,,1Ø0.9,565130,1450833,,3,0.833000000000002
Hdmo_Debub,Hdmo-Debub,19.3,culvert,I,,,1Ø0.9,565209,1450688,,3,1.0330000000000013
Hdmo_Debub,Hdmo-Debub,19.4,culvert,I,,,1Ø0.9,565293,1450631,,3,1.1329999999999991
Hdmo_Debub,Hdmo-Debub,20.0,culvert,I,,,1Ø1.05,565776,1450566,,3,1.7330000000000005
Hdmo_Debub,Hdmo-Debub,20.1,culvert,I,,,1Ø0.9,565929,1450472,,3,1.833000000000002
Hdmo_Debub,Hdmo-Debub,20.3,culvert,I,,,1Ø0.9,565991,1450416,,3,2.0330000000000013
Hdmo_Debub,Hdmo-Debub,20.4,culvert,I,,,1Ø0.9,566073,1450314,,3,2.132999999999999
Hdmo_Debub,Hdmo-Debub,21.1,culvert,I,,,1Ø0.9,566576,1450035,,3,2.833000000000002
Hdmo_Debub,Hdmo-Debub,21.3,culvert,I,,,1Ø0.9,566756,1450002,,3,3.0330000000000013
Hdmo_Debub,Hdmo-Debub,22.0,culvert,I,,,1Ø0.9,567269,1449812,,3,3.7330000000000005
Hdmo_Debub,Hdmo-Debub,22.6,culvert,I,,,1Ø0.9,567557,1449547,,3,4.333000000000002
Hdmo_Debub,Hdmo-Debub,23.8,other,L,,,,567915,1448659,,3,5.533000000000001
Hdmo_Debub,Hdmo-Debub,23.9,culvert,I,,,1Ø0.9,567919,1448577,,3,5.632999999999999
Hdmo_Debub,Hdmo-Debub,24.2,culvert,I,,,1Ø1.05,567956,1448373,,3,5.933
Hdmo_Debub,Hdmo-Debub,24.5,culvert,I,,,1Ø0.9,567997,1447979,,3,6.2330000000000005
Hdmo_Debub,Hdmo-Debub,24.9,culvert,I,,,1Ø0.9,568068,1447833,,3,6.632999999999999
Hdmo_Debub,Hdmo-Debub,25.2,culvert,I,,,1Ø0.9,568347,1447631,,3,6.933
Hdmo_Debub,Hdmo-Debub,25.9,culvert,I,,,1Ø0.9,568609,1447176,,3,7.632999999999999
Hdmo_Debub,Hdmo-Debub,26.0,culvert,I,,,1Ø0.9,568655,1447172,,3,7.7330000000000005
Hdmo_Debub,Hdmo-Debub,26.2,culvert,I,,,1Ø0.9,568681,1446967,,3,7.933
Hdmo_Debub,Hdmo-Debub,26.9,culvert,I,,,1Ø0.9,568992,1446416,,3,8.633
Hdmo_Debub,Hdmo-Debub,27.7,bridge,A,5.6,,,569442,1445809,1.0,3,9.433
Dengolat_Gjet,Dengolat-Gjet,0.093,culvert,I,,,1Ø0.9,534789,1470599,,1,0.093
Dengolat_Gjet,Dengolat-Gjet,12.9,quarry_site,Quarry Site,,,,525174,1476353,,2,4.5329999999999995
Dengolat_Gjet,Dengolat-Gjet,0.5,culvert,I,,,1Ø0.9,534522,1470863,,1,0.5
Dengolat_Gjet,Dengolat-Gjet,18.0,quarry_site,Quarry Site,,,,522053,1476796,,3,1.2669999999999995
Dengolat_Gjet,Dengolat-Gjet,0.89,culvert,I,,,1Ø0.8,534212,1471164,,1,0.89
Dengolat_Gjet,Dengolat-Gjet,1.2,culvert,I,,,1Ø0.8,534049,1471466,,1,1.2
Dengolat_Gjet,Dengolat-Gjet,2.1,culvert,I,,,2Ø1.20,533560,1472041,,1,2.1
Dengolat_Gjet,Dengolat-Gjet,2.2,culvert,I,,,1Ø0.9,533435,1472054,,1,2.2
Dengolat_Gjet,Dengolat-Gjet,2.5,culvert,I,,,1Ø0.9,533133,1472113,,1,2.5
Dengolat_Gjet,Dengolat-Gjet,2.6,culvert,I,,,1Ø0.9,532685,1472266,,1,2.6
Dengolat_Gjet,Dengolat-Gjet,3.0,culvert,I,,,1Ø0.9,532408,1472391,,1,3.0
Dengolat_Gjet,Dengolat-Gjet,3.4,culvert,I,,,1Ø0.9,532036,1472554,,1,3.4
Dengolat_Gjet,Dengolat-Gjet,3.7,culvert,I,,,1Ø0.9,531701,1472724,,1,3.7
Dengolat_Gjet,Dengolat-Gjet,4.1,culvert,I,,,1Ø0.9,531437,1472855,,1,4.1
Dengolat_Gjet,Dengolat-Gjet,4.4,culvert,I,,,1Ø0.9,531323,1472909,,1,4.4
Dengolat_Gjet,Dengolat-Gjet,4.5,culvert,I,,,1Ø0.9,531068,1473020,,1,4.5
Dengolat_Gjet,Dengolat-Gjet,4.8,culvert,I,,,1Ø0.9,530672,1473178,,1,4.8
Dengolat_Gjet,Dengolat-Gjet,5.2,culvert,I,,,1Ø0.9,530606,1473290,,1,5.2
Dengolat_Gjet,Dengolat-Gjet,5.4,culvert,I,,,1Ø0.9,530472,1473632,,1,5.4
Dengolat_Gjet,Dengolat-Gjet,5.7,culvert,I,,,2Ø1.20,530331,1473792,,1,5.7
Dengolat_Gjet,Dengolat-Gjet,5.9,culvert,I,,,1Ø1.20,530219,1474109,,1,5.9
Dengolat_Gjet,Dengolat-Gjet,6.3,culvert,I,,,1Ø0.9,530074,1474435,,1,6.3
Dengolat_Gjet,Dengolat-Gjet,6.7,culvert,I,,,1Ø0.9,530030,1474494,,1,6.7
Dengolat_Gjet,Dengolat-Gjet,6.8,culvert,I,,,1Ø0.9,529965,1474672,,1,6.8
Dengolat_Gjet,Dengolat-Gjet,6.9,culvert,I,,,2Ø1.20,529873,1474871,,1,6.9
